Name,Price,Sales,URL,Rating,Rating record,Date,Discount
[Mã COSCN12 giảm 8%] Thạch Bí Đao Cocoon Cấp Ẩm Và Ngừa Mụn 30ml,₫195.000,"6,2k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Th%E1%BA%A1ch-B%C3%AD-%C4%90ao-Cocoon-C%E1%BA%A5p-%E1%BA%A8m-V%C3%A0-Ng%E1%BB%ABa-M%E1%BB%A5n-30ml-i.175753395.12610087745?sp_atk=737f9997-9528-4d15-a68e-3c2cce4f905e&xptdk=737f9997-9528-4d15-a68e-3c2cce4f905e,5,"2,3k",20/3/2023,
[Mã COSCN12 giảm 8%] Gel bí đao rửa mặt Cocoon giảm dầu & mụn 140ml,₫195.000,"26,8k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Gel-b%C3%AD-%C4%91ao-r%E1%BB%ADa-m%E1%BA%B7t-Cocoon-gi%E1%BA%A3m-d%E1%BA%A7u-m%E1%BB%A5n-140ml-i.175753395.3104684623?sp_atk=7640aa23-d938-49fa-a42d-a86db534c735&xptdk=7640aa23-d938-49fa-a42d-a86db534c735,5,"10,4k",20/3/2023,
SPECIAL COMBO chăm sóc da mụn toàn diện Cocoon - tặng 1 thạch bí đao Cocoon 30ml,₫955.000,1k,https://shopee.vn/SPECIAL-COMBO-ch%C4%83m-s%C3%B3c-da-m%E1%BB%A5n-to%C3%A0n-di%E1%BB%87n-Cocoon-t%E1%BA%B7ng-1-th%E1%BA%A1ch-b%C3%AD-%C4%91ao-Cocoon-30ml-i.175753395.6833655915?sp_atk=aec41020-0eae-434f-8db6-e79d8077fb33&xptdk=aec41020-0eae-434f-8db6-e79d8077fb33,"4,9",420,20/3/2023,
SPECIAL COMBO Bigsize - Nước tẩy trang bí đao 500ml + Gel bí đao rửa mặt 310ml tặng kem chống nắng bí đao Cocoon 50ml,₫590.000,46,https://shopee.vn/SPECIAL-COMBO-Bigsize-N%C6%B0%E1%BB%9Bc-t%E1%BA%A9y-trang-b%C3%AD-%C4%91ao-500ml-Gel-b%C3%AD-%C4%91ao-r%E1%BB%ADa-m%E1%BA%B7t-310ml-t%E1%BA%B7ng-kem-ch%E1%BB%91ng-n%E1%BA%AFng-b%C3%AD-%C4%91ao-Cocoon-50ml-i.175753395.23726521101?sp_atk=2ef8fcea-3d8b-4635-9240-e34ee20789f0&xptdk=2ef8fcea-3d8b-4635-9240-e34ee20789f0,"4,9",11,20/3/2023,
"[Mã COSCN12 giảm 8%] Kem chống nắng bí đao quang phổ rộng, bảo vệ rất cao SPF 50 +, PA ++++ Cocoon 50ml",₫395.000,"3,9k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Kem-ch%E1%BB%91ng-n%E1%BA%AFng-b%C3%AD-%C4%91ao-quang-ph%E1%BB%95-r%E1%BB%99ng-b%E1%BA%A3o-v%E1%BB%87-r%E1%BA%A5t-cao-SPF-50-PA-Cocoon-50ml-i.175753395.20140140610?sp_atk=389ee995-c432-4269-a93e-f3ae5b0c8e4e&xptdk=389ee995-c432-4269-a93e-f3ae5b0c8e4e,"4,9","1,2k",20/3/2023,
Tinh chất bí đao (serum) 7% Niacinamide sạch mụn chuyên sâu & mờ vết thâm Cocoon 70ml,₫295.000,"3,8k",https://shopee.vn/Tinh-ch%E1%BA%A5t-b%C3%AD-%C4%91ao-(serum)-7-Niacinamide-s%E1%BA%A1ch-m%E1%BB%A5n-chuy%C3%AAn-s%C3%A2u-m%E1%BB%9D-v%E1%BA%BFt-th%C3%A2m-Cocoon-70ml-i.175753395.15966025026?sp_atk=609c2ba1-d76d-4479-9de6-e3594b81d4d7&xptdk=609c2ba1-d76d-4479-9de6-e3594b81d4d7,"4,9","1,3k",20/3/2023,
Tinh chất bí đao N15 (serum) với 15% niacinamide giảm bóng nhờn và giảm mụn Cocoon 70ml,₫495.000,518,https://shopee.vn/Tinh-ch%E1%BA%A5t-b%C3%AD-%C4%91ao-N15-(serum)-v%E1%BB%9Bi-15-niacinamide-gi%E1%BA%A3m-b%C3%B3ng-nh%E1%BB%9Dn-v%C3%A0-gi%E1%BA%A3m-m%E1%BB%A5n-Cocoon-70ml-i.175753395.19467525815?sp_atk=b0d0af8d-ceb0-4677-996c-7d527d04a11f&xptdk=b0d0af8d-ceb0-4677-996c-7d527d04a11f,"4,8",182,20/3/2023,
SPECIAL DEAL Tinh chất bí đao (serum) 7% Niacinamide sạch mụn & mờ vết thâm Cocoon 70ml - Tặng 1 dung dịch chấm mụn 5ml,₫295.000,"13,7k",https://shopee.vn/SPECIAL-DEAL-Tinh-ch%E1%BA%A5t-b%C3%AD-%C4%91ao-(serum)-7-Niacinamide-s%E1%BA%A1ch-m%E1%BB%A5n-m%E1%BB%9D-v%E1%BA%BFt-th%C3%A2m-Cocoon-70ml-T%E1%BA%B7ng-1-dung-d%E1%BB%8Bch-ch%E1%BA%A5m-m%E1%BB%A5n-5ml-i.175753395.5427725080?sp_atk=3cb9de56-32ba-499a-9d0b-b8402ee620ef&xptdk=3cb9de56-32ba-499a-9d0b-b8402ee620ef,"4,9","5,8k",20/3/2023,
[Mã COSCN12 giảm 8%] Combo Cà phê Đắk Lắk làm sạch da chết môi Cocoon 5g + Son dưỡng dầu dừa Bến Tre Cocoon 5g,₫107.000,"5,8k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Combo-C%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-l%C3%A0m-s%E1%BA%A1ch-da-ch%E1%BA%BFt-m%C3%B4i-Cocoon-5g-Son-d%C6%B0%E1%BB%A1ng-d%E1%BA%A7u-d%E1%BB%ABa-B%E1%BA%BFn-Tre-Cocoon-5g-i.175753395.9673254799?sp_atk=cf82cf81-dfbb-4dfd-b10a-19aa1711ecf1&xptdk=cf82cf81-dfbb-4dfd-b10a-19aa1711ecf1,5,"2,1k",21/3/2023,
[Mã COSCN12 giảm 8%] Combo làm sạch da chết và dưỡng ẩm cơ thể từ cà phê Đắk Lắk Cocoon,₫323.000,"1,6k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Combo-l%C3%A0m-s%E1%BA%A1ch-da-ch%E1%BA%BFt-v%C3%A0-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-c%C6%A1-th%E1%BB%83-t%E1%BB%AB-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-i.175753395.13210217282?sp_atk=79893108-9d24-4f8c-b7f5-aac5d861e3e7&xptdk=79893108-9d24-4f8c-b7f5-aac5d861e3e7,5,599,21/3/2023,
Combo Sáng Mịn Sạch Mụn: 1 Gel tắm bí đao Cocoon 310ml + 1 Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 200ml,₫351.000,"1,4k",https://shopee.vn/Combo-S%C3%A1ng-M%E1%BB%8Bn-S%E1%BA%A1ch-M%E1%BB%A5n-1-Gel-t%E1%BA%AFm-b%C3%AD-%C4%91ao-Cocoon-310ml-1-C%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-l%C3%A0m-s%E1%BA%A1ch-da-ch%E1%BA%BFt-c%C6%A1-th%E1%BB%83-Cocoon-200ml-i.175753395.5108454039?sp_atk=4469b053-ccf9-4173-bdaf-6eac388fb06b&xptdk=4469b053-ccf9-4173-bdaf-6eac388fb06b,"4,9",482,21/3/2023,
SPECIAL DEAL cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 600ml - Tặng tẩy da chết môi cà phê Đắk Lắk Cocoon 5g  Giảm 8,₫325.000,"7,2k",https://shopee.vn/SPECIAL-DEAL-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-l%C3%A0m-s%E1%BA%A1ch-da-ch%E1%BA%BFt-c%C6%A1-th%E1%BB%83-Cocoon-600ml-T%E1%BA%B7ng-t%E1%BA%A9y-da-ch%E1%BA%BFt-m%C3%B4i-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-5g-Gi%E1%BA%A3m-8-i.175753395.14133366490?sp_atk=8a639926-2364-429b-bb9e-8297b8835ba7&xptdk=8a639926-2364-429b-bb9e-8297b8835ba7,"4,9","2,6k",21/3/2023,
SPECIAL COMBO 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml tặng Nước tẩy trang bí đao Cocoon 140ml,₫250.000,43,https://shopee.vn/SPECIAL-COMBO-2-T%E1%BA%A9y-da-ch%E1%BA%BFt-c%C6%A1-th%E1%BB%83-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-200ml-t%E1%BA%B7ng-N%C6%B0%E1%BB%9Bc-t%E1%BA%A9y-trang-b%C3%AD-%C4%91ao-Cocoon-140ml-i.175753395.18274102320?sp_atk=dc66c15b-b7b2-41d8-a445-dc19d799daed&xptdk=dc66c15b-b7b2-41d8-a445-dc19d799daed,"4,8",11,21/3/2023,
[DEAL 1 TẶNG 1 ĐỘC QUYỀN FLASH SALE] Bơ dưỡng thể cà phê 200ml TẶNG Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml,₫340.000,759,https://shopee.vn/-DEAL-1-T%E1%BA%B6NG-1-%C4%90%E1%BB%98C-QUY%E1%BB%80N-FLASH-SALE-B%C6%A1-d%C6%B0%E1%BB%A1ng-th%E1%BB%83-c%C3%A0-ph%C3%AA-200ml-T%E1%BA%B6NG-T%E1%BA%A9y-da-ch%E1%BA%BFt-c%C6%A1-th%E1%BB%83-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-200ml-i.175753395.18028976185?sp_atk=46ddd39c-22d2-4be1-89de-b07131992b7f&xptdk=46ddd39c-22d2-4be1-89de-b07131992b7f,"4,9",239,21/3/2023,
Combo 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,₫250.000,63,https://shopee.vn/Combo-2-T%E1%BA%A9y-da-ch%E1%BA%BFt-c%C6%A1-th%E1%BB%83-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-cho-l%C3%A0n-da-m%E1%BB%81m-m%E1%BA%A1i-v%C3%A0-r%E1%BA%A1ng-r%E1%BB%A1-200ml-i.175753395.23728197201?sp_atk=d0ad7d14-a229-48ee-b738-6bf4431003bf&xptdk=d0ad7d14-a229-48ee-b738-6bf4431003bf,"4,8",17,21/3/2023,
[Mã COSCN12 giảm 8%] Tẩy da chết môi cà phê Đắk Lắk Cocoon môi ẩm mềm 5g,₫75.000,"20,9k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-T%E1%BA%A9y-da-ch%E1%BA%BFt-m%C3%B4i-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-m%C3%B4i-%E1%BA%A9m-m%E1%BB%81m-5g-i.175753395.5261821960?sp_atk=77b117fd-65c2-41fb-8331-3b432f305608&xptdk=77b117fd-65c2-41fb-8331-3b432f305608,5,"8,3k",21/3/2023,
TÚI REFILL - Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 600ml,₫325.000,"9,2k",https://shopee.vn/T%C3%9AI-REFILL-C%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-l%C3%A0m-s%E1%BA%A1ch-da-ch%E1%BA%BFt-c%C6%A1-th%E1%BB%83-Cocoon-600ml-i.175753395.15085473203?sp_atk=47b4d6dc-4456-402c-81d2-baa295054513&xptdk=47b4d6dc-4456-402c-81d2-baa295054513,"4,9","2,7k",21/3/2023,
[Mã COSCN12 giảm 8%] Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,₫125.000,"123,5k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-T%E1%BA%A9y-da-ch%E1%BA%BFt-c%C6%A1-th%E1%BB%83-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-cho-l%C3%A0n-da-m%E1%BB%81m-m%E1%BA%A1i-v%C3%A0-r%E1%BA%A1ng-r%E1%BB%A1-200ml-i.175753395.7906998505?sp_atk=46cff2b4-cdcc-4277-ad8e-ddcdd4378e2f&xptdk=46cff2b4-cdcc-4277-ad8e-ddcdd4378e2f,5,"45,3k",21/3/2023,
Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 140ml,₫195.000,969,https://shopee.vn/Gel-r%E1%BB%ADa-m%E1%BA%B7t-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-cho-l%C3%A0n-da-t%C6%B0%C6%A1i-m%E1%BB%9Bi-v%C3%A0-r%E1%BA%A1ng-r%E1%BB%A1-140ml-i.175753395.22920728146?sp_atk=e4ef0d46-b474-4c0d-b901-f98dcc35c742&xptdk=e4ef0d46-b474-4c0d-b901-f98dcc35c742,"4,9",298,21/3/2023,
Bigsize - Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 310ml,₫295.000,123,https://shopee.vn/Bigsize-Gel-r%E1%BB%ADa-m%E1%BA%B7t-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-cho-l%C3%A0n-da-t%C6%B0%C6%A1i-m%E1%BB%9Bi-v%C3%A0-r%E1%BA%A1ng-r%E1%BB%A1-310ml-i.175753395.22527762634?sp_atk=3abed6f7-8e49-428c-8725-e66773ecfc72&xptdk=3abed6f7-8e49-428c-8725-e66773ecfc72,"4,9",34,21/3/2023,
[Mã COSCN12 giảm 8%] Bơ dưỡng thể cà phê Đắk Lắk Cocoon cho da mềm mịn & rạng rỡ 200ml,₫215.000,"10,8k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-B%C6%A1-d%C6%B0%E1%BB%A1ng-th%E1%BB%83-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-cho-da-m%E1%BB%81m-m%E1%BB%8Bn-r%E1%BA%A1ng-r%E1%BB%A1-200ml-i.175753395.8146832970?sp_atk=b9fdf86f-a6a3-4089-945c-fdee181222e9&xptdk=b9fdf86f-a6a3-4089-945c-fdee181222e9,5,"4,4k",21/3/2023,
[DEAL 1 TẶNG 1 ĐỘC QUYỀN FLASH SALE] Nước nghệ Hưng Yên 140ml TẶNG Mặt nạ nghệ 30ml Cocoon,₫340.000,566,https://shopee.vn/-DEAL-1-T%E1%BA%B6NG-1-%C4%90%E1%BB%98C-QUY%E1%BB%80N-FLASH-SALE-N%C6%B0%E1%BB%9Bc-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-140ml-T%E1%BA%B6NG-M%E1%BA%B7t-n%E1%BA%A1-ngh%E1%BB%87-30ml-Cocoon-i.175753395.21228988554?sp_atk=478d83c7-8ec1-444a-9fab-d144c99fd968&xptdk=478d83c7-8ec1-444a-9fab-d144c99fd968,"4,9",172,21/3/2023,
[Mã COSCN12 giảm 8%] Xịt khoáng nghệ Hưng Yên Cocoon giúp sáng da và ngăn ngừa oxy hóa Cocoon 130ml,₫215.000,"4,6k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-X%E1%BB%8Bt-kho%C3%A1ng-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-gi%C3%BAp-s%C3%A1ng-da-v%C3%A0-ng%C4%83n-ng%E1%BB%ABa-oxy-h%C3%B3a-Cocoon-130ml-i.175753395.15800799620?sp_atk=a53bbea0-8955-442e-baed-6a9dc0a239e3&xptdk=a53bbea0-8955-442e-baed-6a9dc0a239e3,"4,9","1,6k",21/3/2023,
Bigsize - Nước nghệ Hưng Yên (toner) Cocoon làm sáng da & cấp ẩm 310ml,₫295.000,"1,2k",https://shopee.vn/Bigsize-N%C6%B0%E1%BB%9Bc-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-(toner)-Cocoon-l%C3%A0m-s%C3%A1ng-da-c%E1%BA%A5p-%E1%BA%A9m-310ml-i.175753395.17074817660?sp_atk=2766e7a0-dc4e-420e-bf11-95dab884d4c8&xptdk=2766e7a0-dc4e-420e-bf11-95dab884d4c8,"4,9",346,21/3/2023,
[Mã COSCN12 giảm 8%] Combo Nước nghệ Hưng Yên 140ml + Mặt nạ nghệ 30ml Cocoon,₫323.000,277,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Combo-N%C6%B0%E1%BB%9Bc-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-140ml-M%E1%BA%B7t-n%E1%BA%A1-ngh%E1%BB%87-30ml-Cocoon-i.175753395.10838462985?sp_atk=f195b80d-a28c-4f22-8f13-6e6633437433&xptdk=f195b80d-a28c-4f22-8f13-6e6633437433,"4,9",116,21/3/2023,
[Mã COSCN12 giảm 8%] Mặt nạ nghệ Hưng Yên Cocoon giúp da rạng rỡ & mịn màng 30ml,₫145.000,"23,3k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-M%E1%BA%B7t-n%E1%BA%A1-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-gi%C3%BAp-da-r%E1%BA%A1ng-r%E1%BB%A1-m%E1%BB%8Bn-m%C3%A0ng-30ml-i.175753395.3020953743?sp_atk=6a444b54-01b7-435a-9155-15a39ffc195d&xptdk=6a444b54-01b7-435a-9155-15a39ffc195d,5,9k,21/3/2023,
SPECIAL COMBO sáng da cơ bản từ nghệ Hưng Yên Cocoon - Tặng mặt nạ nghệ Hưng Yên Cocoon 30ml,₫390.000,942,https://shopee.vn/SPECIAL-COMBO-s%C3%A1ng-da-c%C6%A1-b%E1%BA%A3n-t%E1%BB%AB-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-T%E1%BA%B7ng-m%E1%BA%B7t-n%E1%BA%A1-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-30ml-i.175753395.6093339310?sp_atk=dc432448-837e-4173-a0b4-027e4699ca36&xptdk=dc432448-837e-4173-a0b4-027e4699ca36,5,356,21/3/2023,
[Mã COSCN12 giảm 8%] Nước nghệ Hưng Yên (toner) Cocoon làm sáng da & cấp ẩm 140ml,₫195.000,"6,2k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-N%C6%B0%E1%BB%9Bc-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-(toner)-Cocoon-l%C3%A0m-s%C3%A1ng-da-c%E1%BA%A5p-%E1%BA%A9m-140ml-i.175753395.9729877714?sp_atk=753c3fdd-6d8d-4625-9570-118504f63a20&xptdk=753c3fdd-6d8d-4625-9570-118504f63a20,5,"2,4k",21/3/2023,
[Mã COSCN12 giảm 8%] Combo sáng da chuyên sâu từ nghệ Hưng Yên Cocoon,₫817.000,394,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Combo-s%C3%A1ng-da-chuy%C3%AAn-s%C3%A2u-t%E1%BB%AB-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-i.175753395.3393405298?sp_atk=12b6438d-114e-4717-b239-6ee4d2194429&xptdk=12b6438d-114e-4717-b239-6ee4d2194429,5,142,21/3/2023,
Bigsize - Sữa rửa mặt nghệ Hưng Yên Cocoon giúp da sạch mịn và rạng rỡ 310ml,₫295.000,"3,5k",https://shopee.vn/Bigsize-S%E1%BB%AFa-r%E1%BB%ADa-m%E1%BA%B7t-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-gi%C3%BAp-da-s%E1%BA%A1ch-m%E1%BB%8Bn-v%C3%A0-r%E1%BA%A1ng-r%E1%BB%A1-310ml-i.175753395.20711497482?sp_atk=40a94f21-d189-4900-8eb9-7176010140d0&xptdk=40a94f21-d189-4900-8eb9-7176010140d0,"4,9","1,1k",21/3/2023,
Bigsize - Thạch nghệ Hưng Yên giúp làm sáng da và mờ thâm Cocoon 100ml,₫385.000,"1,1k",https://shopee.vn/Bigsize-Th%E1%BA%A1ch-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-gi%C3%BAp-l%C3%A0m-s%C3%A1ng-da-v%C3%A0-m%E1%BB%9D-th%C3%A2m-Cocoon-100ml-i.175753395.16270477304?sp_atk=392ae8ad-4c73-49f2-9e73-264316167944&xptdk=392ae8ad-4c73-49f2-9e73-264316167944,"4,9",361,21/3/2023,
[Mã COSCN12 giảm 8%] Bigsize - Mặt nạ nghệ Hưng Yên Cocoon giúp da rạng rỡ & mịn màng 100ml,₫345.000,"4,2k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Bigsize-M%E1%BA%B7t-n%E1%BA%A1-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-gi%C3%BAp-da-r%E1%BA%A1ng-r%E1%BB%A1-m%E1%BB%8Bn-m%C3%A0ng-100ml-i.175753395.8056493042?sp_atk=8ee6d10c-14f2-406d-b468-b6e72305fe26&xptdk=8ee6d10c-14f2-406d-b468-b6e72305fe26,"4,9","1,6k",21/3/2023,
[Mã COSCN12 giảm 8%] Sữa rửa mặt nghệ Hưng Yên Cocoon giúp da sạch mịn và rạng rỡ 140ml,₫195.000,"9,7k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-S%E1%BB%AFa-r%E1%BB%ADa-m%E1%BA%B7t-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-gi%C3%BAp-da-s%E1%BA%A1ch-m%E1%BB%8Bn-v%C3%A0-r%E1%BA%A1ng-r%E1%BB%A1-140ml-i.175753395.8429874736?sp_atk=a8696f60-0cec-49e4-8e4e-a44d2b87d137&xptdk=a8696f60-0cec-49e4-8e4e-a44d2b87d137,"4,9","3,6k",21/3/2023,
Thạch nghệ Hưng Yên giúp làm sáng da và mờ thâm Cocoon 30ml,₫195.000,"3,1k",https://shopee.vn/Th%E1%BA%A1ch-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-gi%C3%BAp-l%C3%A0m-s%C3%A1ng-da-v%C3%A0-m%E1%BB%9D-th%C3%A2m-Cocoon-30ml-i.175753395.16670476461?sp_atk=261c76e7-e66a-4fd8-bd25-d060419faab2&xptdk=261c76e7-e66a-4fd8-bd25-d060419faab2,"4,9",944,21/3/2023,
Tinh chất nghệ Hưng Yên x2.2 (serum) với 22% vitamin C sáng da chuyên sâu & mờ vết thâm Cocoon 30ml,₫465.000,5k,https://shopee.vn/Tinh-ch%E1%BA%A5t-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-x2.2-(serum)-v%E1%BB%9Bi-22-vitamin-C-s%C3%A1ng-da-chuy%C3%AAn-s%C3%A2u-m%E1%BB%9D-v%E1%BA%BFt-th%C3%A2m-Cocoon-30ml-i.175753395.21419279127?sp_atk=b07056ae-3c55-488d-bd55-f2aac7badc49&xptdk=b07056ae-3c55-488d-bd55-f2aac7badc49,"4,9","1,4k",21/3/2023,
[Mã COSCN12 giảm 8%] Tinh chất nghệ Hưng Yên (serum) Cocoon sáng da chuyên sâu & mờ vết thâm 30ml,₫325.000,"11,5k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Tinh-ch%E1%BA%A5t-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-(serum)-Cocoon-s%C3%A1ng-da-chuy%C3%AAn-s%C3%A2u-m%E1%BB%9D-v%E1%BA%BFt-th%C3%A2m-30ml-i.175753395.2932782100?sp_atk=9befcb1a-80a4-436c-93af-1e33f08a9ad2&xptdk=9befcb1a-80a4-436c-93af-1e33f08a9ad2,"4,9","4,3k",21/3/2023,
Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,₫215.000,256,https://shopee.vn/Kem-%E1%BB%A7-t%C3%B3c-b%C6%B0%E1%BB%9Fi-Cocoon-gi%E1%BA%A3m-g%C3%A3y-r%E1%BB%A5ng-v%C3%A0-l%C3%A0m-m%E1%BB%81m-t%C3%B3c-200ml-i.175753395.23829646379?sp_atk=46b11700-36b8-4965-a387-adec8b8170cf&xptdk=46b11700-36b8-4965-a387-adec8b8170cf,"4,9",79,21/3/2023,
HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,₫215.000,"1,1k",https://shopee.vn/H%C3%80NG-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-Kem-%E1%BB%A7-t%C3%B3c-b%C6%B0%E1%BB%9Fi-Cocoon-gi%E1%BA%A3m-g%C3%A3y-r%E1%BB%A5ng-v%C3%A0-l%C3%A0m-m%E1%BB%81m-t%C3%B3c-200ml-i.175753395.19775254633?sp_atk=b23264e6-7652-4834-a0bf-0097d70f152c&xptdk=b23264e6-7652-4834-a0bf-0097d70f152c,"4,9",280,21/3/2023,
[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,₫185.000,"5,7k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-D%E1%BA%A7u-x%E1%BA%A3-b%C6%B0%E1%BB%9Fi-Cocoon-gi%C3%BAp-cung-c%E1%BA%A5p-d%C6%B0%E1%BB%A1ng-ch%E1%BA%A5t-v%C3%A0-b%E1%BB%95-sung-%C4%91%E1%BB%99-%E1%BA%A9m-cho-t%C3%B3c-310ml-i.175753395.4195315131?sp_atk=2f917ef7-2826-4c9f-ac0a-941a8d816bde&xptdk=2f917ef7-2826-4c9f-ac0a-941a8d816bde,"4,9",2k,21/3/2023,
SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,₫430.000,202,https://shopee.vn/SPECIAL-COMBO-g%E1%BB%99i-x%E1%BA%A3-b%C6%B0%E1%BB%9Fi-Cocoon-t%E1%BA%B7ng-1-Kem-%E1%BB%A7-t%C3%B3c-b%C6%B0%E1%BB%9Fi-Cocoon-gi%E1%BA%A3m-g%C3%A3y-r%E1%BB%A5ng-v%C3%A0-l%C3%A0m-m%E1%BB%81m-t%C3%B3c-200ml-i.175753395.22729928257?sp_atk=0bfb9f68-6b2f-4505-a53a-c97fd1c80485&xptdk=0bfb9f68-6b2f-4505-a53a-c97fd1c80485,"4,9",58,21/3/2023,
SPECIAL COMBO gội xả bưởi không sulfate giảm gãy rụng tóc Cocoon - tặng 1 Serum Sachi phục hồi tóc Cocoon 70ml,₫430.000,914,https://shopee.vn/SPECIAL-COMBO-g%E1%BB%99i-x%E1%BA%A3-b%C6%B0%E1%BB%9Fi-kh%C3%B4ng-sulfate-gi%E1%BA%A3m-g%C3%A3y-r%E1%BB%A5ng-t%C3%B3c-Cocoon-t%E1%BA%B7ng-1-Serum-Sachi-ph%E1%BB%A5c-h%E1%BB%93i-t%C3%B3c-Cocoon-70ml-i.175753395.19114574371?sp_atk=b345ede4-56bc-4b0b-ab89-2ef8139b3e74&xptdk=b345ede4-56bc-4b0b-ab89-2ef8139b3e74,"4,9",254,21/3/2023,
